"Story","Title","Result","Date","Stability","Duration (s)"
"Store Data tab in SMT application for Store Operator user","Verify user is able to delete storage data","SUCCESS","2022-12-23T17:59:58.609+05:30[Asia/Calcutta]","0.0","33.54"
